Description:           XBRL Index of EDGAR Dissemination Feed
Last Data Received:    March 31, 2024
Comments:              webmaster@sec.gov
Anonymous FTP:         ftp://ftp.sec.gov/edgar/
 
 
 
 
CIK|Company Name|Form Type|Date Filed|Filename
--------------------------------------------------------------------------------
1000045|NICHOLAS FINANCIAL INC|10-Q|2024-02-13|edgar/data/1000045/0000950170-24-014566.txt
1000045|NICHOLAS FINANCIAL INC|8-K|2024-02-13|edgar/data/1000045/0000950170-24-014524.txt
1000045|NICHOLAS FINANCIAL INC|8-K|2024-02-14|edgar/data/1000045/0000950170-24-015038.txt
1000045|NICHOLAS FINANCIAL INC|8-K|2024-03-04|edgar/data/1000045/0000950170-24-024439.txt
1000184|SAP SE|20-F|2024-02-29|edgar/data/1000184/0001104659-24-029038.txt
1000191|RIVERSOURCE VARIABLE ACCOUNT 10|497|2024-02-23|edgar/data/1000191/0001193125-24-044127.txt
1000191|RIVERSOURCE VARIABLE ACCOUNT 10|497|2024-02-23|edgar/data/1000191/0001193125-24-044130.txt
1000191|RIVERSOURCE VARIABLE ACCOUNT 10|497|2024-02-23|edgar/data/1000191/0001193125-24-044133.txt
1000191|RIVERSOURCE VARIABLE ACCOUNT 10|497|2024-02-23|edgar/data/1000191/0001193125-24-044138.txt
1000191|RIVERSOURCE VARIABLE ACCOUNT 10|497|2024-02-23|edgar/data/1000191/0001193125-24-044143.txt
1000191|RIVERSOURCE VARIABLE ACCOUNT 10|497|2024-03-08|edgar/data/1000191/0001193125-24-062377.txt
1000191|RIVERSOURCE VARIABLE ACCOUNT 10|497|2024-03-08|edgar/data/1000191/0001193125-24-062383.txt
1000191|RIVERSOURCE VARIABLE ACCOUNT 10|497|2024-03-08|edgar/data/1000191/0001193125-24-062384.txt
1000191|RIVERSOURCE VARIABLE ACCOUNT 10|497|2024-03-08|edgar/data/1000191/0001193125-24-062424.txt
1000191|RIVERSOURCE VARIABLE ACCOUNT 10|497|2024-03-08|edgar/data/1000191/0001193125-24-062427.txt
1000191|RIVERSOURCE VARIABLE ACCOUNT 10|497|2024-03-08|edgar/data/1000191/0001193125-24-062428.txt
1000191|RIVERSOURCE VARIABLE ACCOUNT 10|497|2024-03-08|edgar/data/1000191/0001193125-24-062437.txt
1000191|RIVERSOURCE VARIABLE ACCOUNT 10|497|2024-03-08|edgar/data/1000191/0001193125-24-062439.txt
1000191|RIVERSOURCE VARIABLE ACCOUNT 10|497|2024-03-20|edgar/data/1000191/0001193125-24-072211.txt
1000191|RIVERSOURCE VARIABLE ACCOUNT 10|497|2024-03-20|edgar/data/1000191/0001193125-24-072212.txt
1000191|RIVERSOURCE VARIABLE ACCOUNT 10|497|2024-03-20|edgar/data/1000191/0001193125-24-072214.txt
1000191|RIVERSOURCE VARIABLE ACCOUNT 10|497|2024-03-20|edgar/data/1000191/0001193125-24-072221.txt
1000191|RIVERSOURCE VARIABLE ACCOUNT 10|497|2024-03-20|edgar/data/1000191/0001193125-24-072224.txt
1000209|MEDALLION FINANCIAL CORP|10-K|2024-03-07|edgar/data/1000209/0000950170-24-027942.txt
1000209|MEDALLION FINANCIAL CORP|8-K|2024-01-30|edgar/data/1000209/0000950170-24-008864.txt
1000209|MEDALLION FINANCIAL CORP|8-K|2024-02-20|edgar/data/1000209/0000950170-24-017082.txt
1000209|MEDALLION FINANCIAL CORP|8-K|2024-02-29|edgar/data/1000209/0000950170-24-023132.txt
1000228|HENRY SCHEIN INC|10-K|2024-02-28|edgar/data/1000228/0001000228-24-000011.txt
1000228|HENRY SCHEIN INC|8-K|2024-02-27|edgar/data/1000228/0001000228-24-000008.txt
1000230|OPTICAL CABLE CORP|10-Q|2024-03-13|edgar/data/1000230/0001437749-24-007574.txt
1000230|OPTICAL CABLE CORP|8-K|2024-03-14|edgar/data/1000230/0001437749-24-007876.txt
1000230|OPTICAL CABLE CORP|8-K|2024-03-27|edgar/data/1000230/0001437749-24-009603.txt
1000275|ROYAL BANK OF CANADA|6-K|2024-02-28|edgar/data/1000275/0001193125-24-049063.txt
1000351|LEUTHOLD FUNDS INC|485BPOS|2024-01-30|edgar/data/1000351/0001999371-24-001178.txt
1000623|Mativ Holdings, Inc.|10-K|2024-02-29|edgar/data/1000623/0001000623-24-000009.txt
1000623|Mativ Holdings, Inc.|8-K|2024-01-24|edgar/data/1000623/0001193125-24-014289.txt
1000623|Mativ Holdings, Inc.|8-K|2024-02-21|edgar/data/1000623/0001000623-24-000003.txt
1000623|Mativ Holdings, Inc.|DEF 14A|2024-03-14|edgar/data/1000623/0001140361-24-013259.txt
1000694|NOVAVAX INC|10-K|2024-02-28|edgar/data/1000694/0001000694-24-000007.txt
1000694|NOVAVAX INC|8-K|2024-01-08|edgar/data/1000694/0001104659-24-002100.txt
1000694|NOVAVAX INC|8-K|2024-01-31|edgar/data/1000694/0001000694-24-000003.txt
1000694|NOVAVAX INC|8-K|2024-02-22|edgar/data/1000694/0001104659-24-026225.txt
1000694|NOVAVAX INC|8-K|2024-02-28|edgar/data/1000694/0001000694-24-000009.txt
1000694|NOVAVAX INC|8-K|2024-03-26|edgar/data/1000694/0001104659-24-039006.txt
1000697|WATERS CORP /DE/|10-K|2024-02-27|edgar/data/1000697/0001193125-24-047491.txt
1000697|WATERS CORP /DE/|8-K|2024-01-09|edgar/data/1000697/0001193125-24-004832.txt
1000697|WATERS CORP /DE/|8-K|2024-02-06|edgar/data/1000697/0001193125-24-024758.txt
1000697|WATERS CORP /DE/|PRE 14A|2024-03-27|edgar/data/1000697/0001193125-24-078877.txt
1000753|INSPERITY, INC.|10-K|2024-02-09|edgar/data/1000753/0001000753-24-000012.txt
1000753|INSPERITY, INC.|8-K|2024-02-08|edgar/data/1000753/0001000753-24-000007.txt
1000753|INSPERITY, INC.|PRE 14A|2024-03-28|edgar/data/1000753/0001000753-24-000017.txt
1001082|DISH Network CORP|10-K|2024-03-29|edgar/data/1001082/0001558370-24-004386.txt
1001082|DISH Network CORP|8-K|2024-01-02|edgar/data/1001082/0001104659-24-000088.txt
1001082|DISH Network CORP|8-K|2024-01-11|edgar/data/1001082/0001104659-24-003089.txt
1001082|DISH Network CORP|8-K|2024-01-16|edgar/data/1001082/0001104659-24-003878.txt
1001085|BROOKFIELD Corp /ON/|40-F|2024-03-19|edgar/data/1001085/0001001085-24-000007.txt
1001115|GEOSPACE TECHNOLOGIES CORP|10-Q|2024-02-08|edgar/data/1001115/0001437749-24-003520.txt
1001115|GEOSPACE TECHNOLOGIES CORP|8-K|2024-02-07|edgar/data/1001115/0001437749-24-003391.txt
1001115|GEOSPACE TECHNOLOGIES CORP|8-K|2024-02-08|edgar/data/1001115/0001437749-24-003502.txt
1001171|BROADWAY FINANCIAL CORP \DE\|8-K|2024-01-29|edgar/data/1001171/0001140361-24-004238.txt
100122|TUCSON ELECTRIC POWER CO|10-K|2024-02-09|edgar/data/100122/0000100122-24-000002.txt
1001233|SANGAMO THERAPEUTICS, INC|10-K|2024-03-13|edgar/data/1001233/0001628280-24-010788.txt
1001233|SANGAMO THERAPEUTICS, INC|8-K|2024-01-19|edgar/data/1001233/0001628280-24-001784.txt
1001233|SANGAMO THERAPEUTICS, INC|8-K|2024-02-06|edgar/data/1001233/0001628280-24-003506.txt
