Description:           XBRL Index of EDGAR Dissemination Feed
Last Data Received:    December 31, 2023
Comments:              webmaster@sec.gov
Anonymous FTP:         ftp://ftp.sec.gov/edgar/
 
 
 
 
CIK|Company Name|Form Type|Date Filed|Filename
--------------------------------------------------------------------------------
1000045|NICHOLAS FINANCIAL INC|10-Q|2023-11-14|edgar/data/1000045/0000950170-23-063651.txt
1000045|NICHOLAS FINANCIAL INC|8-K|2023-11-14|edgar/data/1000045/0000950170-23-063620.txt
1000045|NICHOLAS FINANCIAL INC|8-K|2023-11-17|edgar/data/1000045/0000950170-23-064652.txt
1000045|NICHOLAS FINANCIAL INC|8-K|2023-11-20|edgar/data/1000045/0000950170-23-065149.txt
1000191|RIVERSOURCE VARIABLE ACCOUNT 10|485BPOS|2023-10-13|edgar/data/1000191/0001193125-23-255953.txt
1000191|RIVERSOURCE VARIABLE ACCOUNT 10|485BPOS|2023-10-13|edgar/data/1000191/0001193125-23-255956.txt
1000191|RIVERSOURCE VARIABLE ACCOUNT 10|485BPOS|2023-10-13|edgar/data/1000191/0001193125-23-255959.txt
1000209|MEDALLION FINANCIAL CORP|10-Q|2023-11-06|edgar/data/1000209/0000950170-23-059368.txt
1000209|MEDALLION FINANCIAL CORP|8-K|2023-10-02|edgar/data/1000209/0001193125-23-248561.txt
1000209|MEDALLION FINANCIAL CORP|8-K|2023-10-30|edgar/data/1000209/0000950170-23-056383.txt
1000209|MEDALLION FINANCIAL CORP|8-K|2023-12-28|edgar/data/1000209/0001193125-23-305166.txt
1000228|HENRY SCHEIN INC|10-Q|2023-11-28|edgar/data/1000228/0001000228-23-000052.txt
1000228|HENRY SCHEIN INC|8-K|2023-10-16|edgar/data/1000228/0001193125-23-256465.txt
1000228|HENRY SCHEIN INC|8-K|2023-10-24|edgar/data/1000228/0001193125-23-261152.txt
1000228|HENRY SCHEIN INC|8-K|2023-11-02|edgar/data/1000228/0001193125-23-269356.txt
1000228|HENRY SCHEIN INC|8-K|2023-11-13|edgar/data/1000228/0001000228-23-000046.txt
1000228|HENRY SCHEIN INC|8-K|2023-11-16|edgar/data/1000228/0001193125-23-278944.txt
1000228|HENRY SCHEIN INC|8-K|2023-12-18|edgar/data/1000228/0001193125-23-297629.txt
1000230|OPTICAL CABLE CORP|10-K|2023-12-20|edgar/data/1000230/0001437749-23-034978.txt
1000230|OPTICAL CABLE CORP|8-K|2023-11-03|edgar/data/1000230/0001437749-23-030223.txt
1000230|OPTICAL CABLE CORP|8-K|2023-12-21|edgar/data/1000230/0001437749-23-035097.txt
1000275|ROYAL BANK OF CANADA|40-F|2023-11-30|edgar/data/1000275/0001193125-23-285639.txt
1000623|Mativ Holdings, Inc.|10-Q|2023-11-09|edgar/data/1000623/0001000623-23-000062.txt
1000623|Mativ Holdings, Inc.|8-K/A|2023-12-06|edgar/data/1000623/0001193125-23-289903.txt
1000623|Mativ Holdings, Inc.|8-K|2023-10-05|edgar/data/1000623/0001193125-23-250874.txt
1000623|Mativ Holdings, Inc.|8-K|2023-10-25|edgar/data/1000623/0001193125-23-263162.txt
1000623|Mativ Holdings, Inc.|8-K|2023-11-08|edgar/data/1000623/0001000623-23-000055.txt
1000623|Mativ Holdings, Inc.|8-K|2023-12-01|edgar/data/1000623/0001193125-23-286727.txt
1000694|NOVAVAX INC|10-Q|2023-11-09|edgar/data/1000694/0001000694-23-000055.txt
1000694|NOVAVAX INC|8-K/A|2023-11-02|edgar/data/1000694/0001104659-23-113852.txt
1000694|NOVAVAX INC|8-K|2023-10-03|edgar/data/1000694/0001104659-23-106441.txt
1000694|NOVAVAX INC|8-K|2023-11-09|edgar/data/1000694/0001000694-23-000059.txt
1000694|NOVAVAX INC|8-K|2023-11-17|edgar/data/1000694/0001104659-23-119546.txt
1000694|NOVAVAX INC|8-K|2023-12-05|edgar/data/1000694/0001104659-23-123481.txt
1000697|WATERS CORP /DE/|10-Q|2023-11-07|edgar/data/1000697/0001193125-23-271909.txt
1000697|WATERS CORP /DE/|8-K|2023-10-24|edgar/data/1000697/0001193125-23-261216.txt
1000697|WATERS CORP /DE/|8-K|2023-11-07|edgar/data/1000697/0001193125-23-271901.txt
1000753|INSPERITY, INC.|10-Q|2023-10-31|edgar/data/1000753/0001000753-23-000052.txt
1000753|INSPERITY, INC.|8-K|2023-10-31|edgar/data/1000753/0001000753-23-000048.txt
1000753|INSPERITY, INC.|8-K|2023-11-17|edgar/data/1000753/0001000753-23-000058.txt
1001082|DISH Network CORP|10-Q|2023-11-06|edgar/data/1001082/0001558370-23-017649.txt
1001082|DISH Network CORP|8-K|2023-10-02|edgar/data/1001082/0001001082-23-000034.txt
1001082|DISH Network CORP|8-K|2023-10-03|edgar/data/1001082/0001104659-23-106153.txt
1001082|DISH Network CORP|8-K|2023-10-19|edgar/data/1001082/0001001082-23-000037.txt
1001082|DISH Network CORP|8-K|2023-11-06|edgar/data/1001082/0001104659-23-114464.txt
1001082|DISH Network CORP|8-K|2023-11-13|edgar/data/1001082/0001104659-23-116755.txt
1001082|DISH Network CORP|8-K|2023-12-12|edgar/data/1001082/0001104659-23-125427.txt
1001115|GEOSPACE TECHNOLOGIES CORP|10-K|2023-11-17|edgar/data/1001115/0001437749-23-032446.txt
1001115|GEOSPACE TECHNOLOGIES CORP|8-K|2023-11-17|edgar/data/1001115/0001437749-23-032405.txt
1001115|GEOSPACE TECHNOLOGIES CORP|8-K|2023-12-21|edgar/data/1001115/0001437749-23-035115.txt
1001171|BROADWAY FINANCIAL CORP \DE\|8-K|2023-11-01|edgar/data/1001171/0001140361-23-050802.txt
1001171|BROADWAY FINANCIAL CORP \DE\|8-K|2023-11-22|edgar/data/1001171/0001140361-23-054390.txt
100122|TUCSON ELECTRIC POWER CO|10-Q|2023-10-27|edgar/data/100122/0000100122-23-000031.txt
100122|TUCSON ELECTRIC POWER CO|8-K|2023-10-03|edgar/data/100122/0000100122-23-000028.txt
100122|TUCSON ELECTRIC POWER CO|8-K|2023-11-01|edgar/data/100122/0000100122-23-000034.txt
1001233|SANGAMO THERAPEUTICS, INC|10-Q|2023-11-01|edgar/data/1001233/0001628280-23-035989.txt
1001233|SANGAMO THERAPEUTICS, INC|8-K|2023-11-01|edgar/data/1001233/0001628280-23-035948.txt
1001233|SANGAMO THERAPEUTICS, INC|8-K|2023-11-03|edgar/data/1001233/0001628280-23-036697.txt
1001233|SANGAMO THERAPEUTICS, INC|8-K|2023-12-13|edgar/data/1001233/0001628280-23-041394.txt
1001250|ESTEE LAUDER COMPANIES INC|10-Q|2023-11-01|edgar/data/1001250/0001001250-23-000177.txt
1001250|ESTEE LAUDER COMPANIES INC|8-K|2023-11-01|edgar/data/1001250/0001001250-23-000175.txt
1001250|ESTEE LAUDER COMPANIES INC|8-K|2023-11-21|edgar/data/1001250/0001001250-23-000233.txt
1001316|TG THERAPEUTICS, INC.|10-Q|2023-11-06|edgar/data/1001316/0001437749-23-030412.txt
1001316|TG THERAPEUTICS, INC.|8-K|2023-11-01|edgar/data/1001316/0001437749-23-029660.txt
1001385|NORTHWEST PIPE CO|10-Q|2023-11-03|edgar/data/1001385/0001437749-23-030219.txt
1001385|NORTHWEST PIPE CO|8-K|2023-11-02|edgar/data/1001385/0001437749-23-030015.txt
1001385|NORTHWEST PIPE CO|8-K|2023-12-19|edgar/data/1001385/0001437749-23-034919.txt
1001601|MGT CAPITAL INVESTMENTS, INC.|10-Q|2023-11-13|edgar/data/1001601/0001493152-23-040399.txt
1001601|MGT CAPITAL INVESTMENTS, INC.|10-Q|2023-12-13|edgar/data/1001601/0001493152-23-044665.txt
1001601|MGT CAPITAL INVESTMENTS, INC.|8-K|2023-12-20|edgar/data/1001601/0001493152-23-045519.txt
1001614|Riley Exploration Permian, Inc.|10-Q|2023-11-07|edgar/data/1001614/0001001614-23-000040.txt
1001614|Riley Exploration Permian, Inc.|8-K|2023-11-07|edgar/data/1001614/0001001614-23-000038.txt
1001614|Riley Exploration Permian, Inc.|8-K|2023-12-26|edgar/data/1001614/0001140361-23-059420.txt
1001838|SOUTHERN COPPER CORP/|10-Q|2023-11-01|edgar/data/1001838/0001558370-23-017203.txt
1001838|SOUTHERN COPPER CORP/|8-K|2023-10-25|edgar/data/1001838/0001558370-23-016712.txt
1001838|SOUTHERN COPPER CORP/|8-K|2023-10-25|edgar/data/1001838/0001558370-23-016733.txt
1001902|INTEVAC INC|10-Q|2023-11-02|edgar/data/1001902/0001193125-23-269344.txt
1001902|INTEVAC INC|8-K|2023-11-01|edgar/data/1001902/0001193125-23-268187.txt
1001902|INTEVAC INC|8-K|2023-12-06|edgar/data/1001902/0001193125-23-289887.txt
1001907|ASTROTECH Corp|10-Q|2023-11-13|edgar/data/1001907/0001437749-23-031659.txt
1001907|ASTROTECH Corp|8-K|2023-10-16|edgar/data/1001907/0001437749-23-028297.txt
1001907|ASTROTECH Corp|8-K|2023-11-13|edgar/data/1001907/0001437749-23-031422.txt
1001907|ASTROTECH Corp|8-K|2023-11-13|edgar/data/1001907/0001437749-23-031656.txt
1001907|ASTROTECH Corp|8-K|2023-12-12|edgar/data/1001907/0001437749-23-034224.txt
1001907|ASTROTECH Corp|8-K|2023-12-18|edgar/data/1001907/0001437749-23-034784.txt
1001907|ASTROTECH Corp|8-K|2023-12-20|edgar/data/1001907/0001437749-23-034936.txt
1001907|ASTROTECH Corp|DEF 14A|2023-11-01|edgar/data/1001907/0001437749-23-029773.txt
1002047|NetApp, Inc.|10-Q|2023-11-30|edgar/data/1002047/0000950170-23-067033.txt
1002047|NetApp, Inc.|8-K|2023-11-16|edgar/data/1002047/0000950170-23-064506.txt
1002047|NetApp, Inc.|8-K|2023-11-28|edgar/data/1002047/0000950170-23-066400.txt
1002590|STAR GROUP, L.P.|10-K|2023-12-06|edgar/data/1002590/0000950170-23-068567.txt
1002590|STAR GROUP, L.P.|8-K|2023-10-10|edgar/data/1002590/0001171843-23-006165.txt
1002590|STAR GROUP, L.P.|8-K|2023-12-06|edgar/data/1002590/0001171843-23-007473.txt
1002638|OPEN TEXT CORP|10-Q|2023-11-02|edgar/data/1002638/0001002638-23-000032.txt
1002638|OPEN TEXT CORP|8-K/A|2023-12-01|edgar/data/1002638/0001193125-23-287433.txt
1002638|OPEN TEXT CORP|8-K|2023-11-02|edgar/data/1002638/0001002638-23-000030.txt
1002638|OPEN TEXT CORP|8-K|2023-11-28|edgar/data/1002638/0001002638-23-000035.txt
1002638|OPEN TEXT CORP|8-K|2023-12-06|edgar/data/1002638/0001002638-23-000037.txt
1002638|OPEN TEXT CORP|8-K|2023-12-21|edgar/data/1002638/0001193125-23-301178.txt
1002910|AMEREN CORP|10-Q|2023-11-09|edgar/data/1002910/0001002910-23-000112.txt
1002910|AMEREN CORP|8-K|2023-10-17|edgar/data/1002910/0001104659-23-109623.txt
1002910|AMEREN CORP|8-K|2023-11-08|edgar/data/1002910/0001002910-23-000111.txt
1002910|AMEREN CORP|8-K|2023-11-20|edgar/data/1002910/0001104659-23-119843.txt
1002910|AMEREN CORP|8-K|2023-11-21|edgar/data/1002910/0001104659-23-120035.txt
1002910|AMEREN CORP|8-K|2023-12-18|edgar/data/1002910/0001104659-23-126540.txt
1002910|AMEREN CORP|8-K|2023-12-18|edgar/data/1002910/0001104659-23-126543.txt
1002910|AMEREN CORP|8-K|2023-12-21|edgar/data/1002910/0001104659-23-128079.txt
1003078|MSC INDUSTRIAL DIRECT CO INC|10-K|2023-10-25|edgar/data/1003078/0001003078-23-000102.txt
1003078|MSC INDUSTRIAL DIRECT CO INC|8-K|2023-10-05|edgar/data/1003078/0001104659-23-107006.txt
1003078|MSC INDUSTRIAL DIRECT CO INC|8-K|2023-10-11|edgar/data/1003078/0001003078-23-000085.txt
1003078|MSC INDUSTRIAL DIRECT CO INC|8-K|2023-10-25|edgar/data/1003078/0001003078-23-000099.txt
1003078|MSC INDUSTRIAL DIRECT CO INC|8-K|2023-12-15|edgar/data/1003078/0001003078-23-000148.txt
1003078|MSC INDUSTRIAL DIRECT CO INC|DEF 14A|2023-12-13|edgar/data/1003078/0001003078-23-000141.txt
1003239|SEASONS SERIES TRUST|497|2023-10-24|edgar/data/1003239/0001193125-23-261747.txt
1003239|SEASONS SERIES TRUST|497|2023-10-24|edgar/data/1003239/0001193125-23-261760.txt
100334|AMERICAN CENTURY MUTUAL FUNDS, INC.|485BPOS|2023-10-23|edgar/data/100334/0000100334-23-000059.txt
100378|TWIN DISC INC|10-Q|2023-11-08|edgar/data/100378/0001437749-23-030777.txt
100378|TWIN DISC INC|8-K|2023-11-01|edgar/data/100378/0001437749-23-029659.txt
100378|TWIN DISC INC|8-K|2023-11-02|edgar/data/100378/0001437749-23-029901.txt
1003815|BCTC IV ASSIGNOR CORP|10-Q|2023-11-09|edgar/data/1003815/0001410578-23-002281.txt
1004036|TANGER PROPERTIES LTD PARTNERSHIP /NC/|10-Q|2023-11-07|edgar/data/1004036/0000899715-23-000157.txt
1004036|TANGER PROPERTIES LTD PARTNERSHIP /NC/|8-K|2023-12-06|edgar/data/1004036/0001193125-23-289600.txt
1004036|TANGER PROPERTIES LTD PARTNERSHIP /NC/|8-K|2023-12-18|edgar/data/1004036/0000899715-23-000178.txt
1004155|SOUTHERN CO GAS|10-Q|2023-11-02|edgar/data/1004155/0000092122-23-000101.txt
1004155|SOUTHERN CO GAS|8-K|2023-11-02|edgar/data/1004155/0000092122-23-000103.txt
1004155|SOUTHERN CO GAS|8-K|2023-11-20|edgar/data/1004155/0001004155-23-000016.txt
1004315|NATIONAL GRID PLC|6-K|2023-11-09|edgar/data/1004315/0001004315-23-000015.txt
1004434|AFFILIATED MANAGERS GROUP, INC.|10-Q|2023-11-06|edgar/data/1004434/0001004434-23-000034.txt
1004434|AFFILIATED MANAGERS GROUP, INC.|8-K|2023-11-06|edgar/data/1004434/0001004434-23-000031.txt
1004655|VANGUARD WHITEHALL FUNDS|485BPOS|2023-11-01|edgar/data/1004655/0001683863-23-007470.txt
1004702|OCEANFIRST FINANCIAL CORP|10-Q|2023-11-07|edgar/data/1004702/0001004702-23-000162.txt
1004702|OCEANFIRST FINANCIAL CORP|8-K|2023-10-19|edgar/data/1004702/0001004702-23-000154.txt
1004702|OCEANFIRST FINANCIAL CORP|8-K|2023-10-31|edgar/data/1004702/0001004702-23-000158.txt
1004724|REGIONAL HEALTH PROPERTIES, INC|10-Q|2023-11-14|edgar/data/1004724/0000950170-23-063717.txt
1004724|REGIONAL HEALTH PROPERTIES, INC|8-K|2023-11-20|edgar/data/1004724/0001493152-23-042125.txt
10048|BARNWELL INDUSTRIES INC|10-K|2023-12-18|edgar/data/10048/0000010048-23-000022.txt
10048|BARNWELL INDUSTRIES INC|8-K|2023-11-24|edgar/data/10048/0001140361-23-054508.txt
10048|BARNWELL INDUSTRIES INC|8-K|2023-12-18|edgar/data/10048/0001140361-23-057995.txt
10048|BARNWELL INDUSTRIES INC|8-K|2023-12-18|edgar/data/10048/0001140361-23-057996.txt
100493|TYSON FOODS, INC.|10-K|2023-11-13|edgar/data/100493/0000100493-23-000105.txt
100493|TYSON FOODS, INC.|8-K|2023-11-13|edgar/data/100493/0000100493-23-000104.txt
100493|TYSON FOODS, INC.|8-K|2023-12-07|edgar/data/100493/0000100493-23-000131.txt
100493|TYSON FOODS, INC.|DEF 14A|2023-12-21|edgar/data/100493/0000100493-23-000136.txt
1004980|PG&E Corp|10-Q|2023-10-26|edgar/data/1004980/0001004980-23-000149.txt
1004980|PG&E Corp|8-K|2023-10-26|edgar/data/1004980/0001004980-23-000148.txt
1004980|PG&E Corp|8-K|2023-11-08|edgar/data/1004980/0001193125-23-273605.txt
1004980|PG&E Corp|8-K|2023-11-20|edgar/data/1004980/0001193125-23-280664.txt
1004980|PG&E Corp|8-K|2023-11-28|edgar/data/1004980/0001839882-23-031517.txt
1004980|PG&E Corp|8-K|2023-11-29|edgar/data/1004980/0001193125-23-284719.txt
1004980|PG&E Corp|8-K|2023-11-30|edgar/data/1004980/0001193125-23-285597.txt
1004980|PG&E Corp|8-K|2023-12-04|edgar/data/1004980/0001193125-23-288500.txt
1004980|PG&E Corp|8-K|2023-12-08|edgar/data/1004980/0001193125-23-291746.txt
1004989|SPAR Group, Inc.|10-Q|2023-11-14|edgar/data/1004989/0001437749-23-032010.txt
1004989|SPAR Group, Inc.|8-K|2023-10-04|edgar/data/1004989/0001437749-23-027658.txt
1004989|SPAR Group, Inc.|8-K|2023-11-14|edgar/data/1004989/0001437749-23-032024.txt
1004989|SPAR Group, Inc.|DEF 14A|2023-10-13|edgar/data/1004989/0001437749-23-028184.txt
1005020|VIRTUS OPPORTUNITIES TRUST|497|2023-11-09|edgar/data/1005020/0000930413-23-002435.txt
1005020|VIRTUS OPPORTUNITIES TRUST|497|2023-11-28|edgar/data/1005020/0000930413-23-002501.txt
1005020|VIRTUS OPPORTUNITIES TRUST|497|2023-12-15|edgar/data/1005020/0000930413-23-002618.txt
1005101|Marygold Companies, Inc.|10-Q|2023-11-13|edgar/data/1005101/0001493152-23-040591.txt
1005101|Marygold Companies, Inc.|8-K|2023-11-14|edgar/data/1005101/0001437749-23-031861.txt
1005101|Marygold Companies, Inc.|8-K|2023-11-21|edgar/data/1005101/0001493152-23-042239.txt
100517|United Airlines Holdings, Inc.|10-Q|2023-10-18|edgar/data/100517/0000100517-23-000186.txt
100517|United Airlines Holdings, Inc.|8-K|2023-10-04|edgar/data/100517/0000100517-23-000175.txt
100517|United Airlines Holdings, Inc.|8-K|2023-10-17|edgar/data/100517/0000100517-23-000182.txt
100517|United Airlines Holdings, Inc.|8-K|2023-11-20|edgar/data/100517/0001104659-23-119966.txt
100517|United Airlines Holdings, Inc.|8-K|2023-12-04|edgar/data/100517/0001104659-23-123249.txt
100517|United Airlines Holdings, Inc.|8-K|2023-12-22|edgar/data/100517/0001104659-23-128794.txt
100517|United Airlines Holdings, Inc.|8-K|2023-12-28|edgar/data/100517/0001104659-23-130045.txt
1005210|SUBURBAN PROPANE PARTNERS LP|10-K|2023-11-22|edgar/data/1005210/0000950170-23-065770.txt
1005210|SUBURBAN PROPANE PARTNERS LP|8-K|2023-10-25|edgar/data/1005210/0000950170-23-055222.txt
1005210|SUBURBAN PROPANE PARTNERS LP|8-K|2023-10-26|edgar/data/1005210/0000950170-23-055365.txt
1005210|SUBURBAN PROPANE PARTNERS LP|8-K|2023-11-09|edgar/data/1005210/0000950170-23-061537.txt
1005210|SUBURBAN PROPANE PARTNERS LP|8-K|2023-11-13|edgar/data/1005210/0000950170-23-063020.txt
1005210|SUBURBAN PROPANE PARTNERS LP|8-K|2023-12-05|edgar/data/1005210/0000950170-23-068041.txt
1005229|COLUMBUS MCKINNON CORP|10-Q|2023-11-01|edgar/data/1005229/0001005229-23-000274.txt
1005229|COLUMBUS MCKINNON CORP|8-K|2023-10-23|edgar/data/1005229/0001005229-23-000267.txt
1005229|COLUMBUS MCKINNON CORP|8-K|2023-11-01|edgar/data/1005229/0001005229-23-000270.txt
1005229|COLUMBUS MCKINNON CORP|8-K|2023-11-06|edgar/data/1005229/0001005229-23-000276.txt
1005284|UNIVERSAL DISPLAY CORP \PA\|10-Q|2023-11-02|edgar/data/1005284/0000950170-23-058202.txt
1005284|UNIVERSAL DISPLAY CORP \PA\|8-K|2023-11-02|edgar/data/1005284/0000950170-23-058187.txt
1005286|LIFECORE BIOMEDICAL, INC. \DE\|8-K|2023-10-18|edgar/data/1005286/0001005286-23-000116.txt
1005286|LIFECORE BIOMEDICAL, INC. \DE\|8-K|2023-10-31|edgar/data/1005286/0001005286-23-000118.txt
1005286|LIFECORE BIOMEDICAL, INC. \DE\|8-K|2023-11-20|edgar/data/1005286/0001005286-23-000122.txt
1005336|JEFFERSON NATIONAL LIFE ANNUITY ACCOUNT G|497|2023-10-12|edgar/data/1005336/0001193125-23-254702.txt
1005336|JEFFERSON NATIONAL LIFE ANNUITY ACCOUNT G|497|2023-11-06|edgar/data/1005336/0001193125-23-271226.txt
1005336|JEFFERSON NATIONAL LIFE ANNUITY ACCOUNT G|497|2023-11-06|edgar/data/1005336/0001193125-23-271229.txt
1005731|IDT CORP|10-K|2023-10-16|edgar/data/1005731/0001493152-23-037384.txt
1005731|IDT CORP|10-Q|2023-12-11|edgar/data/1005731/0001493152-23-044374.txt
1005731|IDT CORP|8-K|2023-10-03|edgar/data/1005731/0001493152-23-035171.txt
1005731|IDT CORP|8-K|2023-10-12|edgar/data/1005731/0001493152-23-037053.txt
1005731|IDT CORP|8-K|2023-11-13|edgar/data/1005731/0001493152-23-040570.txt
1005731|IDT CORP|8-K|2023-12-05|edgar/data/1005731/0001493152-23-043606.txt
1005731|IDT CORP|8-K|2023-12-18|edgar/data/1005731/0001493152-23-045269.txt
1005731|IDT CORP|8-K|2023-12-28|edgar/data/1005731/0001493152-23-046390.txt
1005731|IDT CORP|DEF 14A|2023-11-01|edgar/data/1005731/0001493152-23-039006.txt
1005757|CSG SYSTEMS INTERNATIONAL INC|10-Q|2023-11-02|edgar/data/1005757/0000950170-23-057853.txt
1005757|CSG SYSTEMS INTERNATIONAL INC|8-K/A|2023-10-02|edgar/data/1005757/0000950170-23-051160.txt
1005757|CSG SYSTEMS INTERNATIONAL INC|8-K|2023-11-01|edgar/data/1005757/0000950170-23-057433.txt
1005817|TOMPKINS FINANCIAL CORP|10-Q|2023-11-08|edgar/data/1005817/0001005817-23-000014.txt
1005817|TOMPKINS FINANCIAL CORP|8-K|2023-10-27|edgar/data/1005817/0001005817-23-000012.txt
100591|ARGAN INC|10-Q|2023-12-06|edgar/data/100591/0001558370-23-019517.txt
100591|ARGAN INC|8-K|2023-12-06|edgar/data/100591/0001558370-23-019514.txt
100591|ARGAN INC|8-K|2023-12-14|edgar/data/100591/0001558370-23-019798.txt
1005942|PUTNAM FUNDS TRUST|485BPOS|2023-10-26|edgar/data/1005942/0000928816-23-001496.txt
1005942|PUTNAM FUNDS TRUST|485BPOS|2023-11-27|edgar/data/1005942/0000928816-23-001598.txt
1005942|PUTNAM FUNDS TRUST|485BPOS|2023-12-28|edgar/data/1005942/0000928816-23-001712.txt
1006028|PURE BIOSCIENCE, INC.|10-K|2023-10-30|edgar/data/1006028/0001493152-23-038673.txt
1006028|PURE BIOSCIENCE, INC.|10-Q|2023-12-14|edgar/data/1006028/0001493152-23-044859.txt
1006028|PURE BIOSCIENCE, INC.|8-K|2023-10-30|edgar/data/1006028/0001493152-23-038669.txt
1006028|PURE BIOSCIENCE, INC.|8-K|2023-12-14|edgar/data/1006028/0001493152-23-044855.txt
1006045|IRIDEX CORP|10-Q|2023-11-20|edgar/data/1006045/0000950170-23-065162.txt
1006045|IRIDEX CORP|8-K|2023-10-18|edgar/data/1006045/0001174947-23-001213.txt
1006045|IRIDEX CORP|8-K|2023-11-01|edgar/data/1006045/0001193125-23-267486.txt
1006045|IRIDEX CORP|8-K|2023-11-07|edgar/data/1006045/0001193125-23-272521.txt
1006045|IRIDEX CORP|8-K|2023-11-14|edgar/data/1006045/0000950170-23-063762.txt
1006045|IRIDEX CORP|8-K|2023-11-28|edgar/data/1006045/0000950170-23-066482.txt
1006281|Protalix BioTherapeutics, Inc.|10-Q|2023-11-06|edgar/data/1006281/0001558370-23-017664.txt
1006281|Protalix BioTherapeutics, Inc.|8-K|2023-11-06|edgar/data/1006281/0001558370-23-017657.txt
1006281|Protalix BioTherapeutics, Inc.|8-K|2023-12-26|edgar/data/1006281/0001558370-23-020006.txt
1006415|HARTFORD MUTUAL FUNDS INC/CT|497|2023-12-06|edgar/data/1006415/0001193125-23-289606.txt
1006655|EVOLUTION PETROLEUM CORP|10-Q|2023-11-08|edgar/data/1006655/0001558370-23-018272.txt
1006655|EVOLUTION PETROLEUM CORP|8-K|2023-11-07|edgar/data/1006655/0001558370-23-017996.txt
1006655|EVOLUTION PETROLEUM CORP|8-K|2023-12-08|edgar/data/1006655/0001558370-23-019696.txt
1006655|EVOLUTION PETROLEUM CORP|8-K|2023-12-21|edgar/data/1006655/0001558370-23-019956.txt
1006830|CONSUMERS BANCORP INC /OH/|10-Q|2023-11-09|edgar/data/1006830/0001437749-23-031192.txt
